,Unnamed: 0,c/a,entropy,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean NsValence,MagpieData mean NpValence,MagpieData mean NfValence,MagpieData mean NValence,MagpieData mean NpUnfilled,MagpieData mean NdUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mean GSvolume_pa,MagpieData mean GSbandgap,MagpieData mean GSmagmom,MagpieData mean BoilingT,MagpieData avg_dev BoilingT,MagpieData mean Density,MagpieData avg_dev Density,MagpieData mean FirstIonizationEnergy,MagpieData avg_dev FirstIonizationEnergy,MagpieData mean HeatCapacityMolar,PymatgenData mean atomic_radius,avg_dev/mean atomic_radius
34,34,1.421493024,9.813052087,64.858845,11.125845,1778.306875,364.3849219,1.755625,0.161171875,1.8125,0.0625,0,8.5,0.3125,3.375,3.875,1.875,12.3692403,0,0.29777488,3272,654.375,8297.375,712.859375,7.320645688,0.375841469,25.854375,1.378125,0.027494331
35,35,1.456940255,8.644238489,66.30780625,13.29928688,1931.25,409.375,1.7425,0.1675,1.75,0,0,8,0,3.75,4,2,12.32689655,0,0.29777488,3430.75,793.125,8464,497,7.3681175,0.30463375,25.765,1.3875,0.027027027
36,36,1.315509791,9.813052087,59.40403,3.86961375,1436.795625,425.2071094,1.785625,0.133515625,1.9375,0.1875,0,9.5625,0.9375,2.5625,3.5625,1.5625,12.0170528,0,0.29777488,2824.9375,375.9453125,7874.75,1033.25,7.226180813,0.517538781,25.955,1.35625,0.02016129
37,37,1.340654541,10.0849449,58.29609875,3.254026562,1554.11375,330.3578125,1.77625,0.1421875,1.875,0.125,0,9.125,0.625,2.875,3.625,1.625,11.53783405,0,0.29777488,2854.125,354.34375,7952,956,7.274131375,0.445612938,25.7875,1.3625,0.020642202
38,38,1.383561886,9.813052087,57.1881675,3.072086562,1671.431875,247.2811719,1.766875,0.148515625,1.8125,0.0625,0,8.6875,0.3125,3.1875,3.6875,1.6875,11.0586153,0,0.29777488,2883.3125,325.4453125,8029.25,878.75,7.322081938,0.373687094,25.62,1.36875,0.019977169
39,39,1.385665194,8.644238489,56.08023625,2.61316375,1788.75,195.625,1.7575,0.1525,1.75,0,0,8.25,0,3.5,3.75,1.75,10.57939655,0,0.29777488,2912.5,289.25,8106.5,801.5,7.3700325,0.30176125,25.4525,1.375,0.018181818
40,40,1.233486688,9.813052087,62.15177375,7.065238125,1481.545625,441.9883594,1.816875,0.136015625,1.9375,0.1875,0,9.5625,0.9375,2.5625,3.5625,1.5625,12.2983028,0,0.29777488,2947.9375,483.5703125,8071,1113.125,7.246550813,0.486983781,25.999375,1.359375,0.023275862
41,41,1.410227095,10.0849449,63.79158625,9.524956875,1643.61375,397.4828125,1.83875,0.1515625,1.875,0.125,0,9.125,0.625,2.875,3.625,1.625,12.10033405,0,0.29777488,3100.125,538.84375,8344.5,1047.375,7.314871375,0.384502938,25.87625,1.36875,0.026255708
42,42,1.397478457,9.813052087,65.43139875,11.98467563,1805.681875,408.8692969,1.860625,0.161640625,1.8125,0.0625,0,8.6875,0.3125,3.1875,3.6875,1.6875,11.9023653,0,0.29777488,3252.3125,622.3828125,8618,913.25,7.383191937,0.282022094,25.753125,1.378125,0.027494331
43,43,1.401470892,8.644238489,67.07121125,14.44439437,1967.75,464.125,1.8825,0.16625,1.75,0,0,8.25,0,3.5,3.75,1.75,11.70439655,0,0.29777488,3404.5,753.75,8891.5,710.75,7.4515125,0.1882875,25.63,1.3875,0.027027027
44,44,1.299518616,8.51294404,59.58790156,3.800661914,1395.483125,409.7149219,1.77875,0.14296875,2,0.1875,0,9.625,0.9375,2.5625,3.5,1.5,11.97315194,0,0.297794263,2786.8125,399.1875,7895.375,1012.625,7.267900188,0.475724695,26.140625,1.35625,0.02016129
45,45,1.333204043,8.100452855,58.66384188,2.794347656,1471.48875,292.1446875,1.7625,0.159375,2,0.125,0,9.25,0.625,2.875,3.5,1.5,11.45003233,0,0.297813645,2777.875,408.125,7993.25,914.75,7.357570125,0.339567281,26.15875,1.3625,0.020642202
46,46,1.358031883,7.32905922,57.73978219,2.451520039,1547.494375,180.505625,1.74625,0.17171875,2,0.0625,0,8.875,0.3125,3.1875,3.5,1.5,10.92691272,0,0.297833028,2768.9375,417.0625,8091.125,816.875,7.447240063,0.192559937,26.176875,1.36875,0.019977169
47,47,1.423095999,5.762825659,56.8157225,1.8776775,1623.5,104.5,1.73,0.18,2,0,0,8.5,0,3.5,3.5,1.5,10.4037931,0,0.29785241,2760,426,8189,719,7.53691,0.10289,26.195,1.375,0.018181818
48,48,1.243346675,9.813052087,62.27927375,7.256488125,1452.420625,431.0664844,1.800625,0.1253125,2,0.1875,0,9.625,0.9375,2.5625,3.5,1.5,12.2104903,0,0.29777488,2924.5625,463.1171875,8147.25,1179.84375,7.258273938,0.472114852,25.92696173,1.353125,0.017321016
49,49,1.308290177,10.0849449,64.04658625,9.907456875,1585.36375,353.7953125,1.80625,0.128125,2,0.125,0,9.25,0.625,2.875,3.5,1.5,11.92470905,0,0.29777488,3053.375,503.78125,8497,1161.75,7.338317625,0.349333563,25.92696173,1.35625,0.016129032
50,50,1.377261973,9.813052087,65.81389875,12.55842562,1718.306875,276.5780469,1.811875,0.131171875,2,0.0625,0,8.875,0.3125,3.1875,3.5,1.5,11.6389278,0,0.29777488,3182.1875,512.2421875,8846.75,1056.21875,7.418361313,0.229268031,25.92696173,1.359375,0.014942529
51,51,1.386061201,8.644238489,67.58121125,15.20939437,1851.25,289.375,1.8175,0.13375,2,0,0,8.5,0,3.5,3.5,1.5,11.35314655,0,0.29777488,3311,613.5,9196.5,1151.75,7.498405,0.141395,25.92696173,1.3625,0.013761468
52,52,1.303454124,9.813052087,59.64458625,3.779405156,1413.733125,416.5586719,1.79625,0.123125,2,0.1875,0,9.6875,0.9375,2.5,3.4375,1.4375,11.9883028,0,0.429691305,2836.8125,386.3359375,7920.625,987.375,7.297173938,0.486702352,26.064375,1.35625,0.02016129
53,53,1.343612995,10.0849449,58.77721125,2.736447187,1507.98875,301.2696875,1.7975,0.12375,2,0.125,0,9.375,0.625,2.75,3.375,1.375,11.48033405,0,0.56160773,2877.875,372.15625,8043.75,864.25,7.416117625,0.354204156,26.00625,1.3625,0.020642202
54,54,1.415552878,9.813052087,57.90983625,2.260209219,1602.244375,204.0389844,1.79875,0.124375,2,0.0625,0,9.0625,0.3125,3,3.3125,1.3125,10.9723653,0,0.693524155,2918.9375,347.7109375,8166.875,741.125,7.535061313,0.242490695,25.948125,1.36875,0.019977169
55,55,1.403446213,8.644238489,57.04246125,1.65093875,1696.5,88.75,1.8,0.125,2,0,0,8.75,0,3.25,3.25,1.25,10.46439655,0,0.82544058,2960,313,8290,618,7.654005,0.1241975,25.89,1.375,0.018181818
56,56,1.233665069,9.813052087,62.47114875,7.544300625,1463.483125,435.2149219,1.819375,0.138203125,1.9375,0.1875,0,9.6875,0.9375,2.4375,3.4375,1.4375,12.1620528,0,0.29777488,2917.375,456.828125,8201.625,1227.421875,7.263305188,0.47400157,25.999375,1.35,0.018518519
57,57,1.314370143,10.0849449,64.43033625,10.48308187,1607.48875,370.3890625,1.84375,0.1553125,1.875,0.125,0,9.375,0.625,2.625,3.375,1.375,11.82783405,0,0.29777488,3039,493,8605.75,1243.3125,7.348380125,0.337269781,25.87625,1.35,0.018518519
58,58,1.373533525,9.813052087,66.38952375,13.42186312,1751.494375,320.8146094,1.868125,0.166328125,1.8125,0.0625,0,9.0625,0.3125,2.8125,3.3125,1.3125,11.4936153,0,0.29777488,3160.625,498.765625,9009.875,1260.046875,7.433455063,0.206627406,25.753125,1.35,0.018518519
59,59,1.413214106,8.644238489,68.34871125,16.36064437,1895.5,355.75,1.8925,0.17125,1.75,0,0,8.75,0,3,3.25,1.25,11.15939655,0,0.29777488,3282.25,570.375,9414,1478,7.51853,0.12127,25.63,1.35,0.018518519
60,60,1.242424906,9.813052087,59.83759844,3.707025586,1411.045625,415.5508594,1.799375,0.1246875,2,0.1875,0,9.75,0.9375,2.4375,3.375,1.421875,11.9579903,0,0.39455433,2840.9375,389.9453125,7984.75,1037.65625,7.295837063,0.486201023,26.04625,1.353125,0.017321016
61,61,1.287470926,10.0849449,59.16323563,2.639941094,1502.61375,299.9259375,1.80375,0.126875,2,0.125,0,9.5,0.625,2.625,3.25,1.3125,11.41970905,0,0.49133378,2886.125,378.34375,8172,918,7.413443875,0.353535719,25.97,1.35625,0.016129032
62,62,1.343402979,9.813052087,58.48887281,1.775413906,1594.181875,198.9999219,1.808125,0.1290625,2,0.0625,0,9.25,0.3125,2.8125,3.125,1.171875,10.8814278,0,0.58811323,2931.3125,355.4453125,8359.25,751.53125,7.531050688,0.239984055,25.89375,1.359375,0.014942529
63,63,1.401105437,8.644238489,57.81451,1.4382325,1685.75,83.375,1.8125,0.13125,2,0,0,9,0,3,3,1,10.34314655,0,0.68489268,2976.5,321.25,8546.5,538.25,7.6486575,0.11617625,25.8175,1.3625,0.013761468
64,64,1.254253862,9.813052087,62.5858675,7.71637875,1440.358125,426.5430469,1.824375,0.142578125,1.9375,0.1875,0,9.75,0.9375,2.375,3.375,1.421875,12.1701778,0,0.29777488,2888.9375,431.9453125,8206.625,1231.796875,7.269455188,0.47630782,26.056875,1.353125,0.017321016
65,65,1.317140054,10.0849449,64.65977375,10.82723813,1561.23875,335.7015625,1.85375,0.1628125,1.875,0.125,0,9.5,0.625,2.5,3.25,1.3125,11.84408405,0,0.29777488,2982.125,450.34375,8615.75,1250.8125,7.360680125,0.340344781,25.99125,1.35625,0.016129032
66,66,1.362673896,9.813052087,66.73368,13.9380975,1682.119375,253.9608594,1.883125,0.175703125,1.8125,0.0625,0,9.25,0.3125,2.625,3.125,1.171875,11.5179903,0,0.29777488,3075.3125,445.4453125,9024.875,1284.421875,7.451905063,0.190518039,25.925625,1.359375,0.014942529
67,67,1.395100999,8.644238489,68.80758625,17.04895688,1803,217,1.9125,0.18375,1.75,0,0,9,0,2.75,3,1,11.19189655,0,0.29777488,3168.5,417.25,9434,1508,7.54313,0.09667,25.86,1.3625,0.013761468
68,68,1.285851347,8.181695187,59.82261125,3.712645781,1408.545625,414.6133594,1.80125,0.125625,2,0.1875,0,9.8125,0.9375,2.375,3.3125,1.4765625,11.9626778,0,0.334987049,2840.0625,389.1796875,7985.25,1038.09375,7.280761438,0.480547664,26.125,1.353125,0.017321016
69,69,1.321668708,7.48472881,59.13326125,2.647434687,1497.61375,298.6759375,1.8075,0.12875,2,0.125,0,9.625,0.625,2.5,3.125,1.40625,11.42908405,0,0.372199218,2884.375,377.03125,8173,918.75,7.383292625,0.345997906,26.1275,1.35625,0.016129032
70,70,1.375903641,6.463820165,58.44391125,1.752933125,1586.681875,194.3124219,1.81375,0.13234375,2,0.0625,0,9.4375,0.3125,2.625,2.9375,1.2890625,10.8954903,0,0.409411386,2928.6875,353.8046875,8360.75,752.46875,7.485823813,0.211717258,26.13,1.359375,0.014942529
71,71,1.412248874,4.675254392,57.75456125,1.408258125,1675.75,78.375,1.82,0.135,2,0,0,9.25,0,2.75,2.75,1.125,10.36189655,0,0.446623555,2973,319.5,8548.5,539.25,7.588355,0.0771675,26.1325,1.3625,0.013761468
72,72,1.291670864,9.813052087,62.80552375,8.045863125,1414.79875,416.9582813,1.819375,0.138203125,1.875,0.1875,0,9.8125,0.9375,2.25,3.1875,1.5859375,12.2183028,0,0.29777488,2843.1875,391.9140625,8179.9375,1208.445313,7.324330188,0.496885945,26.119375,1.35625,0.02016129
73,73,1.321724382,10.0849449,65.09908625,11.48620688,1510.12,301.8025,1.84375,0.1553125,1.75,0.125,0,9.625,0.625,2.25,2.875,1.59375,11.94033405,0,0.29777488,2890.625,381.71875,8562.375,1210.78125,7.470430125,0.385987344,26.11625,1.3625,0.020642202
74,74,1.364835306,9.813052087,67.39264875,14.92655062,1605.44125,206.0370313,1.868125,0.166328125,1.625,0.0625,0,9.4375,0.3125,2.25,2.5625,1.5234375,11.6623653,0,0.29777488,2938.0625,359.6640625,8944.8125,1154.320313,7.616530063,0.293408664,26.113125,1.36875,0.019977169
75,75,1.394712312,8.644238489,69.68621125,18.36689438,1700.7625,90.88125,1.8925,0.17125,1.5,0,0,9.25,0,2.25,2.25,1.375,11.38439655,0,0.29777488,2985.5,325.75,9327.25,1347.875,7.76263,0.287135,26.11,1.375,0.018181818
76,76,1.25178,9.813052087,60.12589875,4.026425625,1385.40625,409.390625,1.800625,0.1253125,1.9375,0.1875,0,9.875,0.9375,2.25,3.25,1.53125,12.0095528,0,0.29777488,2840.9375,389.9453125,7986,1038.75,7.286172688,0.482576883,26.023125,1.353125,0.017321016
77,77,1.25501,10.0849449,59.73983625,3.447331875,1451.335,310.4975,1.80625,0.128125,1.875,0.125,0,9.75,0.625,2.25,3,1.5,11.52283405,0,0.29777488,2886.125,378.34375,8174.5,919.875,7.394115125,0.348703531,25.92375,1.35625,0.016129032
78,78,1.2825,9.813052087,59.35377375,2.868238125,1517.26375,211.604375,1.811875,0.131171875,1.8125,0.0625,0,9.625,0.3125,2.25,2.75,1.40625,11.0361153,0,0.29777488,2931.3125,355.4453125,8363,753.875,7.502057563,0.221863352,25.824375,1.359375,0.014942529
79,79,1.32851,8.644238489,58.96771125,2.289144375,1583.1925,144.8075,1.8175,0.13375,1.75,0,0,9.5,0,2.25,2.5,1.25,10.54939655,0,0.29777488,2976.5,321.25,8551.5,540.75,7.61,0.08799,25.725,1.3625,0.013761468
80,80,1.24900394,9.813052087,62.89603625,8.181631875,1377.72875,420.906875,1.8025,0.12625,1.9375,0.1875,0,9.875,0.9375,2.25,3.25,1.53125,12.3383028,0,0.29777488,2793.125,392.875,8084.125,1124.609375,7.276788313,0.479057742,26.08,1.36875,0.032534247
81,81,1.248743911,10.0849449,65.28011125,11.75774438,1435.98,333.53,1.81,0.13,1.875,0.125,0,9.75,0.625,2.25,3,1.5,12.18033405,0,0.29777488,2790.5,395.5,8370.75,1067.0625,7.375346375,0.344011344,26.0375,1.3875,0.042792793
82,82,1.272622213,9.813052087,67.66418625,15.33385688,1494.23125,246.153125,1.8175,0.1346875,1.8125,0.0625,0,9.625,0.3125,2.25,2.75,1.40625,12.0223653,0,0.29777488,2787.875,398.125,8657.375,937.859375,7.473904438,0.204267648,25.995,1.40625,0.051666667
83,83,1.303170441,8.644238489,70.04826125,18.90996938,1552.4825,175.5175,1.825,0.1375,1.75,0,0,9.5,0,2.25,2.5,1.25,11.86439655,0,0.29777488,2785.25,400.75,8944,773,7.5724625,0.06922125,25.9525,1.425,0.061403509
84,84,1.243447396,9.813052087,60.24052375,4.198363125,1343.838125,471.7428125,1.785,0.134375,2,0.1875,0,9.9375,0.9375,2.25,3.1875,1.5859375,12.1901778,0,0.29777488,2714.6875,471.3125,7874.75,1033.25,7.390411375,0.521666391,26.0825,1.353125,0.017321016
85,85,1.232704189,10.0849449,59.96908625,3.791206875,1368.19875,435.201875,1.775,0.14375,2,0.125,0,9.875,0.625,2.25,2.875,1.59375,11.88408405,0,0.29777488,2633.625,552.375,7952,956,7.6025925,0.485109125,26.0425,1.35625,0.016129032
86,86,1.220265004,9.813052087,59.69764875,3.384050625,1392.559375,398.6609375,1.765,0.150625,2,0.0625,0,9.8125,0.3125,2.25,2.5625,1.5234375,11.5779903,0,0.29777488,2552.5625,633.4375,8029.25,878.75,7.814773625,0.592284516,26.0025,1.359375,0.014942529
87,87,1.210244065,8.644238489,59.42621125,2.976894375,1416.92,362.12,1.755,0.155,2,0,0,9.75,0,2.25,2.25,1.375,11.27189655,0,0.29777488,2471.5,714.5,8106.5,801.5,8.02695475,0.683622125,25.9625,1.3625,0.013761468
88,88,1.230464441,9.813052087,63.17996125,8.607519375,1337.684375,480.9734375,1.7875,0.1309375,2,0.1875,0,9.9375,0.9375,2.25,3.1875,1.5859375,12.5361153,0,0.29777488,2705.9375,480.0625,7969.125,1023.984375,7.365387688,0.512282508,26.121875,1.365625,0.029462243
89,89,1.206721506,10.0849449,65.84796125,12.60951938,1355.89125,453.663125,1.78,0.1375,2,0.125,0,9.875,0.625,2.25,2.875,1.59375,12.57595905,0,0.29777488,2616.125,569.875,8140.75,894.5625,7.552545125,0.447573594,26.12125,1.38125,0.037330317
90,90,1.190079499,9.813052087,68.51596125,16.61151937,1374.098125,426.3528125,1.7725,0.1421875,2,0.0625,0,9.8125,0.3125,2.25,2.5625,1.5234375,12.6158028,0,0.29777488,2526.3125,659.6875,8312.375,722.234375,7.739702563,0.470294039,26.120625,1.396875,0.042225951
91,91,1.171303422,8.644238489,71.18396125,20.61351938,1392.305,399.0425,1.765,0.145,2,0,0,9.75,0,2.25,2.25,1.375,12.65564655,0,0.29777488,2436.5,749.5,8484,507,7.92686,0.53348,26.12,1.4125,0.048672566
92,92,1.27644,9.813052087,56.82996125,6.698328281,1447.295625,429.1446094,1.809375,0.1296875,2,0.25,0,9.375,1.25,2.25,3.5,1.5,11.76595905,0.09525,0.29777488,2908,448.625,7582.25,1325.75,7.321900188,0.495974695,25.1885625,1.321875,0.050827423
93,93,1.30424,10.0849449,53.14796125,10.58424031,1575.11375,346.1078125,1.82375,0.1403125,2,0.25,0,8.75,1.25,2.25,3.5,1.5,11.03564655,0.1905,0.29777488,3020.25,478.9375,7367,1592.5,7.465570125,0.382342344,24.254625,1.29375,0.085748792
94,94,1.33626,9.813052087,49.46596125,14.49561047,1702.931875,266.9686719,1.838125,0.147578125,2,0.25,0,8.125,1.25,2.25,3.5,1.5,10.30533405,0.28575,0.29777488,3132.5,481.1875,7151.75,1915.375,7.609240063,0.288852414,23.3206875,1.265625,0.123148148
95,95,1.32581,8.644238489,45.78396125,17.48648063,1830.75,258.625,1.8525,0.15125,2,0.25,0,7.5,1.25,2.25,3.5,1.5,9.575021552,0.381,0.29777488,3244.75,514.125,6936.5,2238.25,7.75291,0.272555,22.38675,1.2375,0.156565657
96,96,1.231877077,9.813052087,57.84061991,5.30867262,1358.8875,449.16875,1.7825,0.1378125,2,0.25,0,9.375,1.25,2.25,3.5,1.5,12.3476778,0,0.29777488,2815.4375,370.5625,7597.25,1310.75,7.177384438,0.590733344,26.008125,1.346875,0.022041763
97,97,1.210155102,10.0849449,55.16927858,7.162551781,1398.2975,390.05375,1.77,0.15,2,0.25,0,8.75,1.25,2.25,3.5,1.5,12.19908405,0,0.29777488,2835.125,350.875,7397,1547.5,7.176538625,0.592002063,25.89375,1.34375,0.025581395
98,98,1.231877077,9.813052087,52.49793724,9.568649489,1437.7075,330.93875,1.7575,0.1590625,2,0.25,0,8.125,1.25,2.25,3.5,1.5,12.0504903,0,0.29777488,2854.8125,331.1875,7196.75,1847.875,7.175692812,0.593270781,25.779375,1.340625,0.029137529
99,99,1.22790708,9.813052087,63.33039875,8.833175625,1327.405,496.3925,1.793125,0.123203125,2,0.25,0,10,1.25,2.25,3.5,1.5,12.8339278,0,0.29777488,2787.5,398.5,7885.375,1022.625,7.164921438,0.609427844,26.166875,1.365625,0.029462243
100,100,1.201877696,10.0849449,66.14883625,13.06083188,1335.3325,484.50125,1.79125,0.1234375,2,0.25,0,10,1.25,2.25,3.5,1.5,13.17158405,0,0.29777488,2779.25,406.75,7973.25,934.75,7.151612625,0.629391063,26.21125,1.38125,0.037330317
101,101,1.230099138,9.813052087,57.9096175,5.213800937,1405.983125,413.6524219,1.800625,0.1253125,2,0.3125,0,9.4375,1.1875,2.25,3.4375,1.4375,12.5951778,0.0483125,0.29777488,2839.25,388.46875,7574.125,1333.875,7.312753938,0.492544852,25.745,1.3375,0.03271028
102,102,1.206696854,10.0849449,55.30727375,6.990057812,1492.48875,297.3946875,1.80625,0.128125,2,0.375,0,8.875,1.125,2.25,3.375,1.375,12.69408405,0.096625,0.29777488,2882.75,375.8125,7350.75,1616.875,7.447277625,0.368622969,25.3675,1.325,0.047169811
103,103,1.244549,9.813052087,60.69427375,4.878988125,1376.258125,423.1128125,1.8075,0.12875,2,0.3125,0,10.0625,1.1875,2.25,3.4375,1.4375,12.7554903,0.0239375,0.29777488,2834.25,384.09375,7761.1875,1146.8125,7.296988313,0.486632742,25.947,1.346875,0.022041763
104,104,1.218634,10.0849449,60.87658625,5.152456875,1433.03875,337.941875,1.82,0.1375,2,0.375,0,10.125,1.125,2.25,3.375,1.375,13.01470905,0.047875,0.29777488,2872.75,368.3125,7724.875,1183.125,7.415746375,0.354111344,25.7715,1.34375,0.025581395
105,105,1.222407475,9.813052087,63.57364875,9.198050625,1332.113125,489.3303125,1.804375,0.1271875,2,0.3125,0,10.0625,1.1875,2.25,3.4375,1.4375,13.3979903,0,0.29777488,2820.625,372.171875,7885.375,1022.625,7.262268938,0.473612977,26.1825,1.359375,0.023275862
106,106,1.243535997,9.813052087,58.09013387,4.965590922,1320.376875,506.9346875,1.81875,0.13765625,2,0.375,0,9.5,1.125,2.25,3.375,1.421875,12.72831768,0.1015625,0.29777488,2675.53125,510.46875,7542.4375,1365.5625,7.458692063,0.55960768,25.984625,1.33125,0.039906103
107,107,1.269347061,10.0849449,55.6683065,6.538766875,1321.27625,505.585625,1.8425,0.154375,2,0.5,0,9,1,2.25,3.25,1.3125,12.96036381,0.203125,0.29777488,2555.3125,630.6875,7287.375,1711.9375,7.739153875,0.686884031,25.84675,1.3125,0.061904762
108,108,1.380729685,9.813052087,53.24647912,8.352268922,1322.175625,504.2365625,1.86625,0.16515625,2,0.625,0,8.5,0.875,2.25,3.125,1.171875,13.19240994,0.3046875,0.29777488,2435.09375,756.1445313,7032.3125,2094.53125,8.019615688,0.925152867,25.708875,1.29375,0.085144928
109,109,1.390554617,8.644238489,50.82465175,9.925444875,1323.075,502.8875,1.89,0.17,2,0.75,0,8,0.75,2.25,3,1,13.42445608,0.40625,0.29777488,2314.875,880.6875,6777.25,2477.125,8.3000775,1.09330625,25.571,1.275,0.107843137
110,110,1.23303363,9.813052087,60.83687375,5.092888125,1368.670625,434.4940625,1.818125,0.137109375,2,0.375,0,10.125,1.125,2.25,3.375,1.421875,12.7036153,0,0.29777488,2696.375,489.625,7786.4375,1121.5625,7.415061438,0.530910164,26.035625,1.340625,0.029137529
111,111,1.188080117,10.0849449,61.16178625,5.580256875,1417.86375,360.704375,1.84125,0.1534375,2,0.5,0,10.25,1,2.25,3.25,1.3125,12.91095905,0,0.29777488,2597,589,7775.375,1132.625,7.651892625,0.534176844,25.94875,1.33125,0.039906103
112,112,1.309427099,9.813052087,61.48669875,6.067625625,1467.056875,286.9146875,1.864375,0.163984375,2,0.625,0,10.375,0.875,2.25,3.125,1.171875,13.1183028,0,0.29777488,2497.625,688.375,7764.3125,1143.6875,7.888723813,0.71245357,25.861875,1.321875,0.050827423
113,113,1.364848587,8.644238489,61.81161125,6.554994375,1516.25,213.125,1.8875,0.16875,2,0.75,0,10.5,0.75,2.25,3,1,13.32564655,0,0.29777488,2398.25,787.75,7753.25,1154.75,8.125555,0.8315225,25.775,1.3125,0.061904762
114,114,1.160118384,9.813052087,63.76427375,9.483988125,1357.031875,451.9521875,1.81,0.13,2,0.375,0,10.125,1.125,2.25,3.375,1.421875,13.2901778,0,0.29777488,2757.1875,428.8125,7847.0625,1060.9375,7.341298313,0.503248992,26.0725,1.359375,0.023275862
115,115,1.114554857,8.560535159,62.1221775,4.5604935,1320.473,610.5378,1.865,0.033,2,0.3,0,10.4,1.5,1.9,3.4,0.96,12.84375,0,0.89331454,2980.3,301.98,8002.8,1259.28,7.2682553,0.76137258,25.428,1.335,0.015730337
116,116,1.23,8.644238489,60.51196125,4.605519375,1319.4775,508.28375,1.795,0.1225,2,0.25,0,10,1.25,2.25,3.5,1.5,12.49627155,0,0.29777488,2795.75,390.25,7797.5,1110.5,7.17823025,0.589464625,26.1225,1.35,0.018518519
117,117,1.23,8.181695187,60.74667094,4.488164531,1332.54,514.815,1.8175,0.1040625,2,0.25,0,10.1875,1.25,2.0625,3.3125,1.4765625,12.48579741,0,0.334967666,2849,379.125,7887.375,1148.203125,7.1910915,0.59589525,26.106875,1.346875,0.017401392
118,118,1.294,8.181695187,59.82261125,3.712645781,1408.545625,414.6133594,1.80125,0.125625,2,0.1875,0,9.8125,0.9375,2.375,3.3125,1.4765625,11.9626778,0,0.334987049,2840.0625,389.1796875,7985.25,1038.09375,7.280761438,0.480547664,26.125,1.353125,0.017321016
119,119,1.285,9.173941211,57.15126991,4.87782887,1447.955625,350.5721094,1.78875,0.14171875,2,0.1875,0,9.1875,0.9375,2.375,3.3125,1.4765625,11.81408405,0,0.334987049,2859.75,367.03125,7785,1263.375,7.279915625,0.481922109,26.010625,1.35,0.018518519
120,120,1.28,9.173941211,54.47992858,6.874597494,1487.365625,286.5308594,1.77625,0.1546875,2,0.1875,0,8.5625,0.9375,2.375,3.3125,1.4765625,11.6654903,0,0.334987049,2879.4375,344.8828125,7584.75,1488.65625,7.279069813,0.483296555,25.89625,1.346875,0.022331787
121,121,1.264,8.181695187,51.80858724,9.310143239,1526.775625,226.3774219,1.76375,0.16453125,2,0.1875,0,7.9375,0.9375,2.375,3.3125,1.4765625,11.51689655,0,0.334987049,2899.125,322.734375,7384.5,1756.6875,7.278224,0.484671,25.781875,1.34375,0.026162791
122,122,1.294,8.181695187,68.27792375,17.45252859,1432.328125,375.9667969,1.795625,0.128671875,2,0.1875,0,9.8125,0.9375,2.375,3.3125,1.4765625,12.97564655,0,0.334987049,2815.3125,417.0234375,8248.875,741.515625,7.240835,0.545428125,26.258125,1.4,0.040178571
123,123,1.274,9.173941211,62.64104875,8.292606719,1416.473125,401.7311719,1.799375,0.127109375,2,0.1875,0,9.8125,0.9375,2.375,3.3125,1.4765625,12.30033405,0,0.334987049,2831.8125,398.4609375,8073.125,939.234375,7.267452625,0.502174484,26.169375,1.36875,0.027968037
124,124,1.239,9.173941211,65.45948625,12.87256766,1424.400625,388.8489844,1.7975,0.128125,2,0.1875,0,9.8125,0.9375,2.375,3.3125,1.4765625,12.6379903,0,0.334987049,2823.5625,407.7421875,8161,840.375,7.254143813,0.523801305,26.21375,1.384375,0.035553047
125,125,1.249,8.181695187,68.27792375,17.45252859,1432.328125,375.9667969,1.795625,0.128671875,2,0.1875,0,9.8125,0.9375,2.375,3.3125,1.4765625,12.97564655,0,0.334987049,2815.3125,417.0234375,8248.875,741.515625,7.240835,0.545428125,26.258125,1.4,0.040178571
126,126,1.16,9.009833545,50.22951337,12.55390638,1529.8769,322.059726,1.8167,0.111618,2,0.27,0,7.7,1.35,1.87,3.22,0.9612,11.95245,0,0.825399496,3085.36,158.4144,7228.56,2445.4224,7.29210746,0.705423308,25.0485,1.323,0.029795918
127,127,1.18,8.733220265,62.11618263,4.564090425,1319.473,609.9378,1.86575,0.03345,2,0.3,0,10.425,1.5,1.875,3.375,0.975,12.845625,0,0.869487628,2979.95,301.77,8003,1259.4,7.26222505,0.75775443,25.4595,1.335,0.015730337
128,128,1.28,8.644238489,59.5731225,5.07493875,1267.2275,482.15875,1.705,0.155,2,0.25,0,9.25,1.25,3,4.25,1.125,12.5381681,0,0.149003735,2582.75,301.625,7438,767,7.12678525,0.563742125,26.185,1.3625,0.027522936
129,129,1.28,8.644238489,59.5731225,5.07493875,1267.2275,482.15875,1.705,0.155,2,0.25,0,9.25,1.25,3,4.25,1.125,12.5381681,0,0.149003735,2582.75,301.625,7438,767,7.12678525,0.563742125,26.185,1.3625,0.027522936
130,130,1.26,8.644238489,48.88775715,10.95310928,1424.8675,245.69875,1.655,0.1275,2,0.25,0,6.75,1.25,3,4.25,1.125,11.9437931,0,0.149003735,2661.5,327.5,6637,1968.5,7.123402,0.568817,25.7275,1.35,0.037037037
