,formula,c/a,composition,entropy,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,avg_dev/mean CovalentRadius,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mean BoilingT,MagpieData avg_dev BoilingT,MagpieData mean Density,MagpieData avg_dev Density,MagpieData mean FirstIonizationEnergy,MagpieData avg_dev FirstIonizationEnergy,MagpieData mean HeatCapacityMolar,MagpieData avg_dev HeatCapacityMolar,MagpieData mean HeatFusion,MagpieData avg_dev HeatFusion,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,PymatgenData mean atomic_radius,PymatgenData avg_dev atomic_radius,avg_dev/mean atomic_radius,PymatgenData mean average_ionic_radius,PymatgenData avg_dev average_ionic_radius,avg_dev/mean average_ionic_radius
71,Ni8Mn4Ni4,1.412248874,Ni12 Mn4,4.675254392,27.25,1.125,58.75,3.375,57.75456125,1.408258125,1675.75,78.375,9.25,1.125,4,0,127.75,5.625,0.044031311,1.82,0.135,2,0,0,0,7.25,1.125,0,0,9.25,1.125,0,0,0,0,2.75,1.125,0,0,2.75,1.125,10.36189655,0.062844828,0,0,0.446623555,0.223156717,2973,319.5,8548.5,539.25,7.588355,0.0771675,26.1325,0.09375,16.3375,1.71375,223,3,1.3625,0.01875,0.013761468,0.717083333,0.034375,0.047937246
72,Ni8Mn4Ga3Pd1,1.291670864,Ni8 Mn4 Ga3 Pd1,9.813052087,28.9375,2.90625,61.25,4.875,62.80552375,8.045863125,1414.79875,416.9582813,9.8125,1.40625,4.0625,0.1171875,128.3125,6.6796875,0.052057964,1.819375,0.138203125,1.875,0.234375,0.1875,0.3046875,7.75,1.375,0,0,9.8125,1.40625,0,0,0.9375,1.5234375,2.25,1.375,0,0,3.1875,1.5859375,12.2183028,2.763661099,0,0,0.29777488,0.29761982,2843.1875,391.9140625,8179.9375,1208.445313,7.324330188,0.496885945,26.119375,0.1003125,14.0609375,3.753945313,192.8125,48.3046875,1.35625,0.02734375,0.02016129,0.727473958,0.039570313,0.05439413
73,Ni8Mn4Ga2Pd2,1.321724382,Ni8 Mn4 Ga2 Pd2,10.0849449,29.875,4.3125,60.5,4.25,65.09908625,11.48620688,1510.12,301.8025,9.625,1.3125,4.125,0.21875,129.375,7.21875,0.055797101,1.84375,0.1553125,1.75,0.4375,0.125,0.21875,7.75,1.375,0,0,9.625,1.3125,0,0,0.625,1.09375,2.25,1.375,0,0,2.875,1.59375,11.94033405,2.346707974,0,0,0.29777488,0.29761982,2890.625,381.71875,8562.375,1210.78125,7.470430125,0.385987344,26.11625,0.101875,14.758125,3.21734375,202.875,34.71875,1.3625,0.028125,0.020642202,0.732864583,0.042265625,0.057671807
74,Ni8Mn4Ga1Pd3,1.364835306,Ni8 Mn4 Ga1 Pd3,9.813052087,30.8125,5.71875,59.75,3.875,67.39264875,14.92655062,1605.44125,206.0370313,9.4375,1.21875,4.1875,0.3046875,130.4375,7.4921875,0.057438908,1.868125,0.166328125,1.625,0.609375,0.0625,0.1171875,7.75,1.375,0,0,9.4375,1.21875,0,0,0.3125,0.5859375,2.25,1.375,0,0,2.5625,1.5234375,11.6623653,1.929754849,0,0,0.29777488,0.29761982,2938.0625,359.6640625,8944.8125,1154.320313,7.616530063,0.293408664,26.113125,0.1034375,15.4553125,2.506445312,212.9375,18.6171875,1.36875,0.02734375,0.019977169,0.738255208,0.044960937,0.060901618
75,Ni8Mn4Pd4,1.394712312,Ni8 Mn4 Pd4,8.644238489,31.75,7.125,59,3.5,69.68621125,18.36689438,1700.7625,90.88125,9.25,1.125,4.25,0.375,131.5,7.5,0.057034221,1.8925,0.17125,1.5,0.75,0,0,7.75,1.375,0,0,9.25,1.125,0,0,0,0,2.25,1.375,0,0,2.25,1.375,11.38439655,1.512801724,0,0,0.29777488,0.29761982,2985.5,325.75,9327.25,1347.875,7.76263,0.287135,26.11,0.105,16.1525,1.62125,223,3,1.375,0.025,0.018181818,0.743645833,0.051302083,0.068987253
76,Ni8Mn4Ga3Cu1,1.25178,Ni8 Mn4 Ga3 Cu1,9.813052087,27.875,1.4375,61.375,5.0625,60.12589875,4.026425625,1385.40625,409.390625,9.875,1.4375,4,0,127.875,6.078125,0.047531769,1.800625,0.1253125,1.9375,0.1171875,0.1875,0.3046875,7.75,1.375,0,0,9.875,1.4375,0.0625,0.1171875,0.9375,1.5234375,2.25,1.375,0,0,3.25,1.53125,12.0095528,2.567980199,0,0,0.29777488,0.29761982,2840.9375,389.9453125,7986,1038.75,7.286172688,0.482576883,26.023125,0.197890625,13.8646875,3.6153125,192.8125,48.3046875,1.353125,0.0234375,0.017321016,0.725833333,0.03875,0.053386912
77,Ni8Mn4Ga2Cu2,1.25501,Ni8 Mn4 Ga2 Cu2,10.0849449,27.75,1.375,60.75,4.375,59.73983625,3.447331875,1451.335,310.4975,9.75,1.375,4,0,128.5,6.125,0.04766537,1.80625,0.128125,1.875,0.21875,0.125,0.21875,7.75,1.375,0,0,9.75,1.375,0.125,0.21875,0.625,1.09375,2.25,1.375,0,0,3,1.5,11.52283405,1.833666487,0,0,0.29777488,0.29761982,2886.125,378.34375,8174.5,919.875,7.394115125,0.348703531,25.92375,0.3709375,14.365625,3.114375,202.875,34.71875,1.35625,0.021875,0.016129032,0.729583333,0.040625,0.055682467
78,Ni8Mn4Ga1Cu3,1.2825,Ni8 Mn4 Ga1 Cu3,9.813052087,27.625,1.3125,60.125,4.0625,59.35377375,2.868238125,1517.26375,211.604375,9.625,1.3125,4,0,129.125,6.015625,0.046587609,1.811875,0.131171875,1.8125,0.3046875,0.0625,0.1171875,7.75,1.375,0,0,9.625,1.3125,0.1875,0.3046875,0.3125,0.5859375,2.25,1.375,0,0,2.75,1.40625,11.0361153,0.990379849,0,0,0.29777488,0.29761982,2931.3125,355.4453125,8363,753.875,7.502057563,0.221863352,25.824375,0.519140625,14.8665625,2.6134375,212.9375,18.6171875,1.359375,0.0203125,0.014942529,0.733333333,0.0425,0.057954545
79,Ni8Mn4Cu4,1.32851,Ni8 Mn4 Cu4,8.644238489,27.5,1.25,59.5,3.75,58.96771125,2.289144375,1583.1925,144.8075,9.5,1.25,4,0,129.75,5.75,0.044315992,1.8175,0.13375,1.75,0.375,0,0,7.75,1.375,0,0,9.5,1.25,0.25,0.375,0,0,2.25,1.375,0,0,2.5,1.25,10.54939655,0.260301724,0,0,0.29777488,0.29761982,2976.5,321.25,8551.5,540.75,7.61,0.08799,25.725,0.6425,15.3675,2.1125,223,3,1.3625,0.01875,0.013761468,0.737083333,0.044375,0.060203505
80,Ni8Mn4Ga3Ag1,1.24900394,Ni8 Mn4 Ga3 Ag1,9.813052087,29,3,61.4375,5.15625,62.89603625,8.181631875,1377.72875,420.906875,9.875,1.4375,4.0625,0.1171875,128.6875,7.1953125,0.055913065,1.8025,0.12625,1.9375,0.1171875,0.1875,0.3046875,7.75,1.375,0,0,9.875,1.4375,0.0625,0.1171875,0.9375,1.5234375,2.25,1.375,0,0,3.25,1.53125,12.3383028,2.943661099,0,0,0.29777488,0.29761982,2793.125,392.875,8084.125,1124.609375,7.276788313,0.479057742,26.08,0.12,13.7209375,3.7590625,192.8125,48.3046875,1.36875,0.04453125,0.032534247,0.7425,0.049583333,0.0667789
81,Ni8Mn4Ga2Ag2,1.248743911,Ni8 Mn4 Ga2 Ag2,10.0849449,30,4.5,60.875,4.4375,65.28011125,11.75774438,1435.98,333.53,9.75,1.375,4.125,0.21875,130.125,8.15625,0.062680115,1.81,0.13,1.875,0.21875,0.125,0.21875,7.75,1.375,0,0,9.75,1.375,0.125,0.21875,0.625,1.09375,2.25,1.375,0,0,3,1.5,12.18033405,2.706707974,0,0,0.29777488,0.29761982,2790.5,395.5,8370.75,1067.0625,7.375346375,0.344011344,26.0375,0.17375,14.078125,3.401875,202.875,34.71875,1.3875,0.059375,0.042792793,0.762916667,0.0809375,0.106089568
82,Ni8Mn4Ga1Ag3,1.272622213,Ni8 Mn4 Ga1 Ag3,9.813052087,31,6,60.3125,4.15625,67.66418625,15.33385688,1494.23125,246.153125,9.625,1.3125,4.1875,0.3046875,131.5625,8.7578125,0.066567696,1.8175,0.1346875,1.8125,0.3046875,0.0625,0.1171875,7.75,1.375,0,0,9.625,1.3125,0.1875,0.3046875,0.3125,0.5859375,2.25,1.375,0,0,2.75,1.40625,12.0223653,2.469754849,0,0,0.29777488,0.29761982,2787.875,398.125,8657.375,937.859375,7.473904438,0.204267648,25.995,0.241875,14.4353125,3.0446875,212.9375,18.6171875,1.40625,0.07265625,0.051666667,0.783333333,0.11375,0.145212766
83,Ni8Mn4Ag4,1.303170441,Ni8 Mn4 Ag4,8.644238489,32,7.5,59.75,3.875,70.04826125,18.90996938,1552.4825,175.5175,9.5,1.25,4.25,0.375,133,9,0.067669173,1.825,0.1375,1.75,0.375,0,0,7.75,1.375,0,0,9.5,1.25,0.25,0.375,0,0,2.25,1.375,0,0,2.5,1.25,11.86439655,2.232801724,0,0,0.29777488,0.29761982,2785.25,400.75,8944,773,7.5724625,0.06922125,25.9525,0.30125,14.7925,2.6875,223,3,1.425,0.0875,0.061403509,0.80375,0.141458333,0.175997926
84,Ni8Mn4Ga3Zn1,1.243447396,Ni8 Mn4 Ga3 Zn1,9.813052087,27.9375,1.46875,61.6875,5.53125,60.24052375,4.198363125,1343.838125,471.7428125,9.9375,1.46875,4,0,127.25,5.875,0.046168959,1.785,0.134375,2,0,0.1875,0.3046875,7.75,1.375,0,0,9.9375,1.46875,0,0,0.9375,1.5234375,2.25,1.375,0,0,3.1875,1.5859375,12.1901778,2.721473599,0,0,0.29777488,0.29761982,2714.6875,471.3125,7874.75,1033.25,7.390411375,0.521666391,26.0825,0.11875,13.4564375,4.0235625,190.875,47.578125,1.353125,0.0234375,0.017321016,0.729583333,0.040625,0.055682467
85,Ni8Mn4Ga2Zn2,1.232704189,Ni8 Mn4 Ga2 Zn2,10.0849449,27.875,1.4375,61.375,5.0625,59.96908625,3.791206875,1368.19875,435.201875,9.875,1.4375,4,0,127.25,5.875,0.046168959,1.775,0.14375,2,0,0.125,0.21875,7.75,1.375,0,0,9.875,1.4375,0,0,0.625,1.09375,2.25,1.375,0,0,2.875,1.59375,11.88408405,2.262332974,0,0,0.29777488,0.29761982,2633.625,552.375,7952,956,7.6025925,0.485109125,26.0425,0.16625,13.549125,3.930875,199,35,1.35625,0.021875,0.016129032,0.737083333,0.044375,0.060203505
86,Ni8Mn4Ga1Zn3,1.220265004,Ni8 Mn4 Ga1 Zn3,9.813052087,27.8125,1.40625,61.0625,4.59375,59.69764875,3.384050625,1392.559375,398.6609375,9.8125,1.40625,4,0,127.25,5.875,0.046168959,1.765,0.150625,2,0,0.0625,0.1171875,7.75,1.375,0,0,9.8125,1.40625,0,0,0.3125,0.5859375,2.25,1.375,0,0,2.5625,1.5234375,11.5779903,1.803192349,0,0,0.29777488,0.29761982,2552.5625,633.4375,8029.25,878.75,7.814773625,0.592284516,26.0025,0.2296875,13.6418125,3.8381875,207.125,22.8125,1.359375,0.0203125,0.014942529,0.744583333,0.052708333,0.070789031
87,Ni8Mn4Zn4,1.210244065,Ni8 Mn4 Zn4,8.644238489,27.75,1.375,60.75,4.375,59.42621125,2.976894375,1416.92,362.12,9.75,1.375,4,0,127.25,5.875,0.046168959,1.755,0.155,2,0,0,0,7.75,1.375,0,0,9.75,1.375,0,0,0,0,2.25,1.375,0,0,2.25,1.375,11.27189655,1.344051724,0,0,0.29777488,0.29761982,2471.5,714.5,8106.5,801.5,8.02695475,0.683622125,25.9625,0.28625,13.7345,3.7455,215.25,10.625,1.3625,0.01875,0.013761468,0.752083333,0.063958333,0.085041551
88,Ni8Mn4Ga3Cd1,1.230464441,Ni8 Mn4 Ga3 Cd1,9.813052087,29.0625,3.09375,61.75,5.625,63.17996125,8.607519375,1337.684375,480.9734375,9.9375,1.46875,4.0625,0.1171875,128.625,7.109375,0.055272109,1.7875,0.1309375,2,0,0.1875,0.3046875,7.75,1.375,0,0,9.9375,1.46875,0,0,0.9375,1.5234375,2.25,1.375,0,0,3.1875,1.5859375,12.5361153,3.240379849,0,0,0.29777488,0.29761982,2705.9375,480.0625,7969.125,1023.984375,7.365387688,0.512282508,26.121875,0.0990625,13.4028125,4.0771875,190.875,47.578125,1.365625,0.040234375,0.029462243,0.742708333,0.049895833,0.067180925
89,Ni8Mn4Ga2Cd2,1.206721506,Ni8 Mn4 Ga2 Cd2,10.0849449,30.125,4.6875,61.5,5.25,65.84796125,12.60951938,1355.89125,453.663125,9.875,1.4375,4.125,0.21875,130,8,0.061538462,1.78,0.1375,2,0,0.125,0.21875,7.75,1.375,0,0,9.875,1.4375,0,0,0.625,1.09375,2.25,1.375,0,0,2.875,1.59375,12.57595905,3.300145474,0,0,0.29777488,0.29761982,2616.125,569.875,8140.75,894.5625,7.552545125,0.447573594,26.12125,0.099375,13.441875,4.038125,199,35,1.38125,0.0515625,0.037330317,0.763333333,0.081666667,0.1069869
90,Ni8Mn4Ga1Cd3,1.190079499,Ni8 Mn4 Ga1 Cd3,9.813052087,31.1875,6.3046875,61.25,4.875,68.51596125,16.61151937,1374.098125,426.3528125,9.8125,1.40625,4.1875,0.3046875,131.375,8.546875,0.065057088,1.7725,0.1421875,2,0,0.0625,0.1171875,7.75,1.375,0,0,9.8125,1.40625,0,0,0.3125,0.5859375,2.25,1.375,0,0,2.5625,1.5234375,12.6158028,3.359911099,0,0,0.29777488,0.29761982,2526.3125,659.6875,8312.375,722.234375,7.739702563,0.470294039,26.120625,0.0996875,13.4809375,3.9990625,207.125,22.8125,1.396875,0.058984375,0.042225951,0.783958333,0.114765625,0.146392506
91,Ni8Mn4Cd4,1.171303422,Ni8 Mn4 Cd4,8.644238489,32.25,7.875,61,4.5,71.18396125,20.61351938,1392.305,399.0425,9.75,1.375,4.25,0.375,132.75,8.75,0.065913371,1.765,0.145,2,0,0,0,7.75,1.375,0,0,9.75,1.375,0,0,0,0,2.25,1.375,0,0,2.25,1.375,12.65564655,3.419676724,0,0,0.29777488,0.29761982,2436.5,749.5,8484,507,7.92686,0.53348,26.12,0.1,13.52,3.96,215.25,10.625,1.4125,0.06875,0.048672566,0.804583333,0.142708333,0.177369238
92,Ni8Mn4Ga3B1,1.27644,Ni8 Mn4 Ga3 B1,9.813052087,26.375,3.359375,61.875,5.8125,56.82996125,6.698328281,1447.295625,429.1446094,10,1.5,3.875,0.234375,124.875,7.0625,0.056556557,1.809375,0.1296875,2,0,0.25,0.375,7.125,1.953125,0,0,9.375,1.984375,0,0,1.25,1.875,2.25,1.375,0,0,3.5,1.5,11.76595905,2.659327856,0.09525,0.17859375,0.29777488,0.29761982,2908,448.625,7582.25,1325.75,7.321900188,0.495974695,25.1885625,1.762695312,16.1521875,5.583789063,189.125,49.8125,1.321875,0.0671875,0.050827423,0.700208333,0.062213542,0.088850045
93,Ni8Mn4Ga2B2,1.30424,Ni8 Mn4 Ga2 B2,10.0849449,24.75,4.9375,61.75,5.625,53.14796125,10.58424031,1575.11375,346.1078125,10,1.5,3.75,0.4375,122.5,9.75,0.079591837,1.82375,0.1403125,2,0,0.25,0.375,6.5,2.375,0,0,8.75,2.3125,0,0,1.25,1.875,2.25,1.375,0,0,3.5,1.5,11.03564655,1.955463362,0.1905,0.333375,0.29777488,0.29761982,3020.25,478.9375,7367,1592.5,7.465570125,0.382342344,24.254625,3.29190625,18.940625,7.81484375,195.5,40.25,1.29375,0.1109375,0.085748792,0.678333333,0.082083333,0.121007371
94,Ni8Mn4Ga1B3,1.33626,Ni8 Mn4 Ga1 B3,9.813052087,23.125,6.796875,61.625,5.4375,49.46596125,14.49561047,1702.931875,266.9686719,10,1.5,3.625,0.609375,120.125,13.546875,0.112773153,1.838125,0.147578125,2,0,0.25,0.375,5.875,2.640625,0,0,8.125,2.484375,0,0,1.25,1.875,2.25,1.375,0,0,3.5,1.5,10.30533405,1.174812769,0.28575,0.46434375,0.29777488,0.29761982,3132.5,481.1875,7151.75,1915.375,7.609240063,0.288852414,23.3206875,4.587632813,21.7290625,10.67660156,201.875,30.6875,1.265625,0.155859375,0.123148148,0.656458333,0.096484375,0.14697715
95,Ni8Mn4B4,1.32581,Ni8 Mn4 B4,8.644238489,21.5,8.25,61.5,5.25,45.78396125,17.48648063,1830.75,258.625,10,1.5,3.5,0.75,117.75,16.875,0.143312102,1.8525,0.15125,2,0,0.25,0.375,5.25,2.75,0,0,7.5,2.5,0,0,1.25,1.875,2.25,1.375,0,0,3.5,1.5,9.575021552,1.201260776,0.381,0.5715,0.29777488,0.29761982,3244.75,514.125,6936.5,2238.25,7.75291,0.272555,22.38675,5.649875,24.5175,12.84125,208.25,21.125,1.2375,0.19375,0.156565657,0.634583333,0.112291667,0.176953382
96,Ni8Mn4Ga3Al1,1.231877077,Ni8 Mn4 Ga3 Al1,9.813052087,26.875,2.671875,61.9375,5.90625,57.84061991,5.30867262,1358.8875,449.16875,10,1.5,3.9375,0.1171875,127.1875,5.90625,0.046437346,1.7825,0.1378125,2,0,0.25,0.375,7.125,1.953125,0,0,9.375,1.984375,0,0,1.25,1.875,2.25,1.375,0,0,3.5,1.5,12.3476778,2.957723599,0,0,0.29777488,0.29761982,2815.4375,370.5625,7597.25,1310.75,7.177384438,0.590733344,26.008125,0.226015625,13.6840625,3.7959375,192.8125,48.3046875,1.346875,0.0296875,0.022041763,0.716770833,0.039440104,0.055024706
97,Ni8Mn4Ga2Al2,1.210155102,Ni8 Mn4 Ga2 Al2,10.0849449,25.75,3.5625,61.875,5.8125,55.16927858,7.162551781,1398.2975,390.05375,10,1.5,3.875,0.21875,127.125,5.9375,0.046705998,1.77,0.15,2,0,0.25,0.375,6.5,2.375,0,0,8.75,2.3125,0,0,1.25,1.875,2.25,1.375,0,0,3.5,1.5,12.19908405,2.734832974,0,0,0.29777488,0.29761982,2835.125,350.875,7397,1547.5,7.176538625,0.592002063,25.89375,0.4234375,14.004375,3.475625,202.875,34.71875,1.34375,0.034375,0.025581395,0.711458333,0.040677083,0.057174231
98,Ni8Mn4Ga1Al3,1.231877077,Ni8 Mn4 Ga1 Al3,9.813052087,24.625,4.359375,61.8125,5.71875,52.49793724,9.568649489,1437.7075,330.93875,10,1.5,3.8125,0.3046875,127.0625,5.96875,0.046974914,1.7575,0.1590625,2,0,0.25,0.375,5.875,2.640625,0,0,8.125,2.484375,0,0,1.25,1.875,2.25,1.375,0,0,3.5,1.5,12.0504903,2.511942349,0,0,0.29777488,0.29761982,2854.8125,331.1875,7196.75,1847.875,7.175692812,0.593270781,25.779375,0.592265625,14.3246875,3.1553125,212.9375,18.6171875,1.340625,0.0390625,0.029137529,0.706145833,0.040585937,0.057475291
99,Ni8Mn4Ga3In1,1.22790708,Ni8 Mn4 Ga3 In1,9.813052087,29.125,3.1875,62.0625,6.09375,63.33039875,8.833175625,1327.405,496.3925,10,1.5,4.0625,0.1171875,128.5,6.9375,0.053988327,1.793125,0.123203125,2,0,0.25,0.375,7.75,1.375,0,0,10,1.5,0,0,1.25,1.875,2.25,1.375,0,0,3.5,1.5,12.8339278,3.687098599,0,0,0.29777488,0.29761982,2787.5,398.5,7885.375,1022.625,7.164921438,0.609427844,26.166875,0.148203125,13.220375,4.259625,187.4375,52.34375,1.365625,0.040234375,0.029462243,0.733333333,0.0425,0.057954545
100,Ni8Mn4Ga2In2,1.201877696,Ni8 Mn4 Ga2 In2,10.0849449,30.25,4.875,62.125,6.1875,66.14883625,13.06083188,1335.3325,484.50125,10,1.5,4.125,0.21875,129.75,7.6875,0.059248555,1.79125,0.1234375,2,0,0.25,0.375,7.75,1.375,0,0,10,1.5,0,0,1.25,1.875,2.25,1.375,0,0,3.5,1.5,13.17158405,4.193582974,0,0,0.29777488,0.29761982,2779.25,406.75,7973.25,934.75,7.151612625,0.629391063,26.21125,0.1865625,13.077,4.403,192.125,45.3125,1.38125,0.0515625,0.037330317,0.744583333,0.052708333,0.070789031
101,Ni8Mn4Ga3Si1,1.230099138,Ni8 Mn4 Ga3 Si1,9.813052087,26.9375,2.5859375,62.25,6.375,57.9096175,5.213800937,1405.983125,413.6524219,10.0625,1.59375,3.9375,0.1171875,126.5625,6.21875,0.049135802,1.800625,0.1253125,2,0,0.3125,0.46875,7.125,1.953125,0,0,9.4375,1.8984375,0,0,1.1875,1.78125,2.25,1.375,0,0,3.4375,1.4375,12.5951778,3.328973599,0.0483125,0.090585937,0.29777488,0.29761982,2839.25,388.46875,7574.125,1333.875,7.312753938,0.492544852,25.745,0.719375,16.1528125,5.584335938,192.9375,48.3515625,1.3375,0.04375,0.03271028,0.708333333,0.051041667,0.072058824
102,Ni8Mn4Ga2Si2,1.206696854,Ni8 Mn4 Ga2 Si2,10.0849449,25.875,3.40625,62.5,6.75,55.30727375,6.990057812,1492.48875,297.3946875,10.125,1.6875,3.875,0.21875,125.875,6.5625,0.052135055,1.80625,0.128125,2,0,0.375,0.5625,6.5,2.375,0,0,8.875,2.15625,0,0,1.125,1.6875,2.25,1.375,0,0,3.375,1.375,12.69408405,3.477332974,0.096625,0.16909375,0.29777488,0.29761982,2882.75,375.8125,7350.75,1616.875,7.447277625,0.368622969,25.3675,1.344375,18.941875,7.81703125,203.125,34.78125,1.325,0.0625,0.047169811,0.694583333,0.061770833,0.088932213
103,Ni8Mn4Ga3Ge1,1.244549,Ni8 Mn4 Ga3 Ge1,9.813052087,28.0625,1.59375,62.3125,6.46875,60.69427375,4.878988125,1376.258125,423.1128125,10.0625,1.59375,4,0,127.125,5.9375,0.046705998,1.8075,0.12875,2,0,0.3125,0.46875,7.75,1.375,0,0,10.0625,1.59375,0,0,1.1875,1.78125,2.25,1.375,0,0,3.4375,1.4375,12.7554903,3.569442349,0.0239375,0.044882813,0.29777488,0.29761982,2834.25,384.09375,7761.1875,1146.8125,7.296988313,0.486632742,25.947,0.340625,15.3234375,4.858632813,192.8125,48.3046875,1.346875,0.0296875,0.022041763,0.722708333,0.0371875,0.051455751
104,Ni8Mn4Ga2Ge2,1.218634,Ni8 Mn4 Ga2 Ge2,10.0849449,28.125,1.6875,62.625,6.9375,60.87658625,5.152456875,1433.03875,337.941875,10.125,1.6875,4,0,127,6,0.047244094,1.82,0.1375,2,0,0.375,0.5625,7.75,1.375,0,0,10.125,1.6875,0,0,1.125,1.6875,2.25,1.375,0,0,3.375,1.375,13.01470905,3.958270474,0.047875,0.08378125,0.29777488,0.29761982,2872.75,368.3125,7724.875,1183.125,7.415746375,0.354111344,25.7715,0.637375,17.283125,5.11109375,202.875,34.71875,1.34375,0.034375,0.025581395,0.723333333,0.0375,0.051843318
105,Ni8Mn4Ga3Sn1,1.222407475,Ni8 Mn4 Ga3 Sn1,9.813052087,29.1875,3.28125,62.375,6.5625,63.57364875,9.198050625,1332.113125,489.3303125,10.0625,1.59375,4.0625,0.1171875,128.3125,6.6796875,0.052057964,1.804375,0.1271875,2,0,0.3125,0.46875,7.75,1.375,0,0,10.0625,1.59375,0,0,1.1875,1.78125,2.25,1.375,0,0,3.4375,1.4375,13.3979903,4.533192349,0,0,0.29777488,0.29761982,2820.625,372.171875,7885.375,1022.625,7.262268938,0.473612977,26.1825,0.1696875,13.4615625,4.0184375,187.5625,52.15625,1.359375,0.031640625,0.023275862,0.726458333,0.0390625,0.05377115
106,Ni8Mn4Ga3P1,1.243535997,Ni8 Mn4 Ga3 P1,9.813052087,27,2.5,62.5625,6.84375,58.09013387,4.965590922,1320.376875,506.9346875,10.125,1.6875,3.9375,0.1171875,126.3125,6.34375,0.050222662,1.81875,0.13765625,2,0,0.375,0.5625,7.125,1.953125,0,0,9.5,1.8125,0,0,1.125,1.6875,2.25,1.375,0,0,3.375,1.421875,12.72831768,3.528683421,0.1015625,0.190429688,0.29777488,0.29761982,2675.53125,510.46875,7542.4375,1365.5625,7.458692063,0.55960768,25.984625,0.270078125,14.1734375,3.852382813,178.875,65.1875,1.33125,0.053125,0.039906103,0.708958333,0.050182292,0.070783133
107,Ni8Mn4Ga2P2,1.269347061,Ni8 Mn4 Ga2 P2,10.0849449,26,3.25,63.125,7.6875,55.6683065,6.538766875,1321.27625,505.585625,10.25,1.875,3.875,0.21875,125.375,6.8125,0.054336989,1.8425,0.154375,2,0,0.5,0.75,6.5,2.375,0,0,9,2,0,0,1,1.5,2.25,1.375,0,0,3.25,1.3125,12.96036381,3.876752617,0.203125,0.35546875,0.29777488,0.29761982,2555.3125,630.6875,7287.375,1711.9375,7.739153875,0.686884031,25.84675,0.5056875,14.983125,3.38609375,175,71,1.3125,0.08125,0.061904762,0.695833333,0.060208333,0.086526946
108,Ni8Mn4Ga1P3,1.380729685,Ni8 Mn4 Ga1 P3,9.813052087,25,3.75,63.6875,8.53125,53.24647912,8.352268922,1322.175625,504.2365625,10.375,2.0625,3.8125,0.3046875,124.4375,7.28125,0.05851331,1.86625,0.16515625,2,0,0.625,0.9375,5.875,2.640625,0,0,8.5,2.0625,0,0,0.875,1.3125,2.25,1.375,0,0,3.125,1.171875,13.19240994,4.224821813,0.3046875,0.495117188,0.29777488,0.29761982,2435.09375,756.1445313,7032.3125,2094.53125,8.019615688,0.925152867,25.708875,0.706828125,15.7928125,2.717382812,171.125,76.8125,1.29375,0.11015625,0.085144928,0.682708333,0.066953125,0.098069881
109,Ni8Mn4P4,1.390554617,Ni8 Mn4 P4,8.644238489,24,4.5,64.25,9.375,50.82465175,9.925444875,1323.075,502.8875,10.5,2.25,3.75,0.375,123.5,8.25,0.066801619,1.89,0.17,2,0,0.75,1.125,5.25,2.75,0,0,8,2,0,0,0.75,1.125,2.25,1.375,0,0,3,1,13.42445608,4.57289101,0.40625,0.609375,0.29777488,0.29761982,2314.875,880.6875,6777.25,2477.125,8.3000775,1.09330625,25.571,0.8735,16.6025,1.84625,167.25,82.625,1.275,0.1375,0.107843137,0.669583333,0.070416667,0.105164904
110,Ni8Mn4Ga3As1,1.23303363,Ni8 Mn4 Ga3 As1,9.813052087,28.125,1.6875,62.625,6.9375,60.83687375,5.092888125,1368.670625,434.4940625,10.125,1.6875,4,0,127.0625,5.96875,0.046974914,1.818125,0.137109375,2,0,0.375,0.5625,7.75,1.375,0,0,10.125,1.6875,0,0,1.125,1.6875,2.25,1.375,0,0,3.375,1.421875,12.7036153,3.491629849,0,0,0.29777488,0.29761982,2696.375,489.625,7786.4375,1121.5625,7.415061438,0.530910164,26.035625,0.1765625,14.5421875,4.175039063,189.125,49.8125,1.340625,0.0390625,0.029137529,0.715833333,0.040729167,0.056897556
